Category,Mean_Instance_Improvement
ABR,1.2155933349796018
Artificial,1081.403318903319
ClusEdit,10.651022675426521
Correlation,1.485800530379708
Equicut,2.381363996164067
MCF,0.3473576300084274
Random,5.788028985025979
