Run,Cost
1,6221.477941160667
2,6221.477941127591
3,6221.477941164735
4,6221.477941227361
5,6221.477941154023
6,6221.4779411518875
7,6221.477941185796
8,6221.477941165549
9,6221.477941145312
10,6221.477941174964
11,6221.477941144525
12,6221.477941200134
13,6221.477941255367
14,6221.477941153097
15,6221.477941168289
16,6221.47794113667
17,6221.477941161174
18,6221.477941135893
19,6221.477941131199
20,6221.477941113971
