Run,Cost
1,3150.000000004465
2,3150.000000003161
3,3150.000000007119
4,3149.9999999924585
5,3149.9999999884235
6,3150.0000000020755
7,3149.9999999989327
8,3150.0000000156
9,3150.000000019374
10,3150.000000000697
11,3150.0000000054065
12,3150.000000000312
13,3150.0000000106484
14,3150.0000000106506
15,3149.9999999934425
16,3149.9999999903944
17,3149.99999999652
18,3149.999999991094
19,3149.99999999996
20,3150.0000000044065
