Run,Cost
1,127920.00000011812
2,119293.99999996493
3,124901.99999998443
4,121911.99999995151
5,124252.99999996228
6,120316.99999986385
7,126618.00000014858
8,129999.00000005832
9,121818.99999997552
10,123536.00000005573
11,123617.00000000969
12,125672.00000004831
13,127197.00000010744
14,126145.00000005066
15,118215.00000007117
16,127157.00000004863
17,128639.0000000502
18,126889.99999993872
19,131041.99999998788
20,125557.99999996311
