Run,Cost
1,6681.999999949069
2,6992.999999980158
3,6693.999999925341
4,6664.999999995155
5,6716.000000001964
6,6740.0000000855325
7,6755.999999847685
8,6613.999999849216
9,6591.999999924803
10,6770.999999998733
11,6841.000000023977
12,6803.000000008169
13,6797.99999996951
14,6712.999999978535
15,6614.00000007084
16,6890.0000000511745
17,6599.000000005114
18,6739.00000006703
19,6739.0000001392145
20,6912.000000123816
