Run,Cost
1,403468.9999996874
2,409058.0000000019
3,407956.0000001643
4,397632.0000000937
5,395851.0000000678
6,398614.9999998297
7,392729.0000000522
8,389375.0000001345
9,388659.99999977223
10,397999.99999996106
11,386355.0000001045
12,405799.9999998906
13,401813.00000030297
14,400765.00000031723
15,400840.0000003128
16,396054.00000008655
17,397860.99999990157
18,407977.00000010995
19,393563.0000001676
20,389398.00000017375
