Run,Cost
1,2964.9999999791835
2,3385.9999999265106
3,3267.000000049461
4,3235.0000000113882
5,3297.0000000170166
6,2941.0000000671585
7,3078.999999997213
8,3109.0000000006635
9,3113.0000000334135
10,3356.000000010697
11,3017.0000000235323
12,3119.0000000484515
13,3130.000000085939
14,3245.0000000896075
15,3226.9999999345223
16,3459.0000000057626
17,3308.0000000165974
18,3175.0000000450714
19,2981.000000034212
20,3163.000000001853
