Run,Cost
1,2963.000000015672
2,2986.000000078878
3,2972.0000000996215
4,2960.0000000258924
5,2962.000000095767
6,2987.0000000542223
7,2969.000000055503
8,2951.0000000598698
9,2974.000000120394
10,2964.9999999235074
11,2988.0000000408645
12,2992.000000030979
13,2957.000000110987
14,2975.0000000803766
15,2970.0000001291646
16,3022.0000000404334
17,2992.0000000760083
18,2979.00000013109
19,2981.0000001140124
20,3003.000000136679
