Run,Cost
1,5532.4607470165765
2,5532.46074700584
3,5532.460746946513
4,5532.460747064137
5,5532.460746970403
6,5532.460747020081
7,5532.460746956738
8,5532.460747020576
9,5532.460747028425
10,5532.460746964643
11,5532.460747006498
12,5532.46074704202
13,5532.460746972175
14,5532.4607470022365
15,5532.460746982216
16,5532.460747019953
17,5532.460746997387
18,5532.4607469795465
19,5532.460746970537
20,5532.460746976895
