Run,Cost
1,1521.3483267382428
2,1521.2022956754615
3,1521.796772792991
4,1521.7967727884318
5,1521.2022956719075
6,1521.7967727907599
7,1521.7967727619111
8,1521.348326705967
9,1521.202295692746
10,1521.3483267017582
11,1521.650741788571
12,1521.2022956549029
13,1521.796772782943
14,1521.650741742837
15,1521.3483267171625
16,1521.6507417329587
17,1521.202295672773
18,1521.6507417629205
19,1521.6507417615626
20,1521.6507417286477
