Run,Cost
1,7180.99776634476
2,7171.852444183548
3,7185.517477581328
4,7189.569216447937
5,7188.633501357032
6,7186.251331357581
7,7190.5096711388005
8,7183.430408042559
9,7185.007867106495
10,7186.126277219561
11,7180.013222888294
12,7193.4275666922695
13,7180.11757186531
14,7193.678256295312
15,7184.532934112753
16,7188.059629231045
17,7188.22116828487
18,7182.176559368334
19,7196.471097571882
20,7188.79834534769
