Run,Cost
1,7465.976166864128
2,7467.46525234366
3,7467.083543373504
4,7468.572628793628
5,7467.465252365034
6,7467.465252357155
7,7467.4652523001005
8,7465.976166906218
9,7467.465252382717
10,7465.976166889902
11,7465.976166891823
12,7465.9761668943775
13,7467.083543345056
14,7467.083543285558
15,7467.083543281645
16,7467.465252370099
17,7468.5726288533615
18,7468.57262880561
19,7467.465252376378
20,7465.976166819598
