Run,Cost
1,215413.0000001387
2,215413.00000002672
3,215413.0000000932
4,215412.99999997267
5,215413.0000000621
6,215412.99999999302
7,215412.9999998905
8,215413.0000001361
9,215412.9999999145
10,215413.00000020032
11,215413.00000012756
12,215412.99999988265
13,215413.0000000128
14,215413.0000000599
15,215413.00000014686
16,215413.00000003062
17,215413.00000004724
18,215412.9999999851
19,215413.00000001927
20,215412.99999990358
