Run,Cost
1,461368.9999999707
2,487458.9999999751
3,473470.00000005186
4,480934.99999996775
5,493068.00000031636
6,489529.0000001705
7,478408.0000003543
8,469260.0000001023
9,473415.0000002926
10,483969.0000003119
11,504466.00000005076
12,501669.00000013225
13,484285.000000175
14,464493.0000003064
15,473219.9999997006
16,486542.99999996164
17,482430.99999996106
18,483553.99999997707
19,477290.99999973
20,474587.00000012637
