Run,Cost
1,379200.0000003014
2,379199.9999997354
3,379200.00000040233
4,379199.9999997765
5,379200.0000000703
6,379200.0000000899
7,379200.000000042
8,379200.00000019075
9,379199.99999988225
10,379199.9999999312
11,379199.9999997505
12,379199.9999998469
13,379199.9999997208
14,379200.00000001065
15,379200.00000009354
16,379199.99999986094
17,379200.0000001797
18,379199.9999999191
19,379199.999999896
20,379200.00000028295
