Run,Cost
1,239814.99999989287
2,248729.0000001001
3,244400.99999994237
4,248737.00000018842
5,249529.99999997625
6,253677.99999984223
7,256833.0
8,242234.00000001126
9,244027.99999957858
10,248387.9999997335
11,250558.99999989476
12,244299.0000003263
13,257061.99999982127
14,253162.99999988024
15,247804.00000000425
16,237381.00000025178
17,243267.00000016755
18,242731.99999988527
19,249480.9999999696
20,248872.00000006243
