Category,Mean_Instance_Improvement
ABR,2.4685596221743156
Artificial,1081.403318903319
ClusEdit,12.570158363042765
Correlation,5.877472704719772
Equicut,2.896159955750513
MCF,5.134682304608235
Random,7.986196271446806
