Run,Cost
1,800.000000001628
2,800.0000000220366
3,800.0000000091563
4,800.0000000038391
5,799.9999999969884
6,800.0000000129412
7,799.9999999891292
8,799.9999999938678
9,800.000000003259
10,800.0000000018872
11,799.9999999891513
12,799.9999999953319
13,800.0000000111604
14,800.0000000060143
15,799.9999999977601
16,799.999999998718
17,799.999999984647
18,799.9999999988522
19,799.9999999868706
20,799.9999999945387
