Run,Cost
1,15914.730602118581
2,15914.730602155763
3,15914.73060216622
4,15914.730602160555
5,15914.730602174379
6,15914.73060220365
7,15914.730602195987
8,15914.730602213202
9,15914.730602160073
10,15914.73060220587
11,15914.730602126365
12,15914.730602172678
13,15914.730602140828
14,15914.73060213297
15,15914.730602192609
16,15914.730602134525
17,15914.730602090243
18,15914.730602154395
19,15914.730602165942
20,15914.730602204558
