Run,Cost
1,515.0000000071909
2,524.0000000060365
3,560.0000000011923
4,530.000000005396
5,498.0000000067134
6,484.0000000088966
7,515.0000000072495
8,521.999999995482
9,529.000000018332
10,501.00000000059936
11,471.99999999334307
12,528.9999999865358
13,528.000000006237
14,564.0000000036899
15,493.0000000154378
16,536.000000006898
17,550.0000000092313
18,579.9999999980649
19,499.00000001904
20,472.00000000554485
