Run,Cost
1,4557.660828788473
2,4557.660828759993
3,4557.660828800204
4,4557.66082874366
5,4557.660828815422
6,4557.66082877337
7,4557.66082875723
8,4557.660828836039
9,4557.660828754873
10,4557.660828780168
11,4557.660828781845
12,4557.660828824811
13,4557.660828788941
14,4557.660828799015
15,4557.660828798352
16,4557.660828804484
17,4557.6608287833915
18,4557.660828782863
19,4557.660828822242
20,4557.660828841001
