Run,Cost
1,54008.99999997204
2,57771.00000004529
3,54183.99999997032
4,59789.99999998327
5,57915.99999994808
6,56361.99999999258
7,58285.000000048974
8,60659.99999992245
9,59984.000000020926
10,61365.99999989569
11,58393.00000001339
12,55427.00000003415
13,59608.000000061555
14,59115.00000005812
15,58423.999999967964
16,59767.00000007921
17,59717.000000010565
18,55742.99999997403
19,60089.999999948195
20,58056.99999999845
