Run,Cost
1,424906.0000001226
2,437260.00000011903
3,434804.99999977835
4,440167.9999999584
5,437260.00000013283
6,440167.99999981275
7,424906.00000022486
8,424906.00000018626
9,440168.0000001044
10,440167.9999998397
11,437260.00000029174
12,424906.000000156
13,440167.99999990873
14,424906.0000001026
15,439934.0000000321
16,424905.9999999984
17,440168.0000001945
18,436946.0000000193
19,424906.00000005425
20,437259.9999997785
