Run,Cost
1,2174.999999991413
2,2150.0000000041587
3,2149.9999999998695
4,2174.9999999896622
5,2150.0000000086065
6,2174.9999999945144
7,2149.999999998228
8,2149.9999999964484
9,2150.000000004524
10,2175.0000000069494
11,2175.0000000025666
12,2174.9999999969464
13,2174.999999999394
14,2175.000000004244
15,2149.9999999984357
16,2174.9999999974125
17,2175.000000012848
18,2175.0000000038517
19,2150.0000000083064
20,2175.0000000098034
