Instance,GJ_Mean,Lookahead_Mean,Improvement(%)
knott-3d-300/gm_knott_3d_072,43619.0,43710.0,0.20862468190467456
knott-3d-300/gm_knott_3d_073,65928.0,65989.0,0.09252517898313312
knott-3d-300/gm_knott_3d_074,85804.0,85849.0,0.052445107454197934
knott-3d-300/gm_knott_3d_075,74915.0,74967.0,0.06941200026696923
knott-3d-300/gm_knott_3d_076,58145.0,58252.0,0.1840227018660246
knott-3d-300/gm_knott_3d_077,63530.0,63532.0,0.0031481189988981583
knott-3d-300/gm_knott_3d_078,107131.0,107140.0,0.00840092970288712
knott-3d-300/gm_knott_3d_079,42062.65,42117.0,0.12921202064063614
knott-3d-450/gm_knott_3d_096,228508.0,228614.0,0.046387872634656116
knott-3d-450/gm_knott_3d_097,292614.0,292212.0,-0.13738235354425968
knott-3d-450/gm_knott_3d_098,227993.0,228040.0,0.020614667994192804
knott-3d-450/gm_knott_3d_099,284228.0,284226.0,-0.0007036604416172931
knott-3d-450/gm_knott_3d_100,229068.55,229112.0,0.01896812111484167
knott-3d-450/gm_knott_3d_101,280629.0,280481.0,-0.05273866920382427
knott-3d-450/gm_knott_3d_102,294463.0,294448.0,-0.0050940186033559395
knott-3d-450/gm_knott_3d_103,283040.35,283103.0,0.022134653239378514
