Run,Cost
1,1888.775609131188
2,1888.775609172855
3,1888.7756091517135
4,1888.775609152111
5,1888.7756091599442
6,1888.7756091359618
7,1888.775609158734
8,1888.775609116189
9,1888.7756091694623
10,1888.7756091519784
11,1888.7756091089798
12,1888.7756091511044
13,1888.7756091275298
14,1888.7756091229655
15,1888.775609127451
16,1888.775609149317
17,1888.775609135212
18,1888.7756091347906
19,1888.7756091180725
20,1888.7756091477336
