Category,Mean_Instance_Improvement
ABR,2.591119598222011
Artificial,1081.403318903319
ClusEdit,7.270729613914975
Correlation,5.115956261752008
Equicut,-0.6968734627692106
MCF,-6.533799768413236
Random,-5.074153803834993
