Category,Mean_Instance_Improvement
ABR,1.3160915456119744
Artificial,1081.403318903319
ClusEdit,13.561407747423422
Correlation,2.09893124973981
Equicut,1.8802084019622702
MCF,1.3667779140386407
Random,5.645680628037967
