Run,Cost
1,1180979.9999996813
2,1180979.9999995567
3,1180980.0000002123
4,1180980.000000251
5,1180980.0000004286
6,1180979.9999997204
7,1180979.9999995986
8,1180980.000000234
9,1180979.9999996028
10,1180980.000000269
11,1180979.999999605
12,1180979.9999994922
13,1180979.9999997057
14,1180980.000000095
15,1180980.000000314
16,1180980.0000001648
17,1180979.9999999974
18,1180979.9999995942
19,1180979.999999444
20,1180979.9999989567
