Instance,GJ_Mean,Lookahead_Mean,Improvement(%)
MCF/boc_5,69.75,70.5,1.0752688172043012
MCF/boc_6,73.65,74.2,0.7467752885268121
MCF/boc_7,75.85,77.0,1.516150296638109
MCF/boc_8,54.15,54.05,-0.1846722068328743
MCF/boc_9,84.3,87.4,3.677342823250307
MCF/boe_91,70.6,73.55,4.178470254957512
MCF/bur_69,95.45,96.5,1.1000523834468277
MCF/bur_73,113.0,99.0,-12.389380530973451
MCF/bur_75,60.6,60.15,-0.7425742574257472
MCF/bur_91,64.2,63.7,-0.778816199376947
MCF/can_97,128.9,137.55,6.710628394103961
MCF/cha_86,100.0,99.75,-0.25
MCF/cha_87,337.75,344.3,1.9393042190969687
MCF/gro_80,42.5,43.6,2.5882352941176507
MCF/ira_95,32.55,33.95,4.301075268817222
MCF/kat_97,157.4,130.95,-16.804320203303696
MCF/kin_80,36.9,37.6,1.8970189701897098
MCF/lee_97,114.85,114.85,0.0
MCF/mas_97,37.75,38.85,2.9139072847682157
MCF/mcc_72,37.85,37.55,-0.7926023778071447
MCF/mil_91,39.55,40.85,3.286978508217457
MCF/nai_96a,109.45,114.25,4.385564184559157
MCF/nai_96b,89.05,91.7,2.9758562605278
MCF/nai_96c,77.55,86.75,11.86331399097357
MCF/nai_96d,66.3,69.35,4.600301659125185
MCF/rog_05,49.0,48.4,-1.2244897959183703
MCF/sei_88,52.75,53.1,0.663507109004742
MCF/sul_91,43.45,44.2,1.726121979286536
Random/CPn100-1,28827.8,28806.0,-0.0756214487404494
Random/CPn100-2,28708.9,27723.0,-3.4341266993859096
Random/CPn100-3,30648.55,30560.0,-0.28892068303394214
Random/CPn100-4,30011.9,28141.0,-6.23386056864111
Random/CPn35-1,6513.65,7610.0,16.83157676571508
Random/CPn35-2,6300.05,6497.0,3.1261656653518592
Random/CPn35-3,6461.6,6142.0,-4.946143370063147
Random/CPn35-4,6573.4,6734.0,2.443180089451431
Random/CPn45-1,9787.75,10149.0,3.690838037342597
Random/CPn45-2,9988.45,10556.0,5.682062782513795
Random/CPn45-3,10089.9,10123.0,0.3280508231003317
Random/CPn45-4,8536.45,8004.0,-6.237370335443899
Random/CPn50-1,10939.8,12642.0,15.55969944605935
Random/CPn50-2,11736.15,12400.0,5.656454629499455
Random/CPn50-3,10314.0,10580.0,2.5790188093853015
Random/CPn50-4,11096.35,11454.0,3.223131930770025
Random/CPn65-1,16550.35,15000.0,-9.367475612298222
Random/CPn65-2,16391.7,16203.0,-1.1511923717491213
Random/CPn65-3,16130.3,14718.0,-8.755571812055567
Random/CPn65-4,15148.1,17277.0,14.05390775080703
Random/b2500-10,825137.95,862511.35,4.529351728398873
Random/b2500-1,828378.35,862524.85,4.1220898638888865
Random/b2500-2,812043.9,854512.3,5.22981577720121
Random/b2500-3,845140.25,875550.25,3.598219348800391
Random/b2500-4,816819.95,860402.35,5.335618945154318
Random/b2500-5,824509.6,861525.2,4.489408006892822
Random/b2500-6,819932.0,856400.9,4.447795670860513
Random/b2500-7,826479.85,864884.75,4.6468041537854825
Random/b2500-8,827066.7,870395.45,5.238845911702164
Random/b2500-9,828737.95,851776.55,2.7799619891909253
Random/gauss500-100-1,218736.8,220318.1,0.7229236232769326
Random/gauss500-100-2,216374.2,225320.2,4.134504021274255
Random/gauss500-100-3,201879.85,208246.4,3.153633213022492
Random/gauss500-100-4,216333.6,225933.9,4.437729506650834
Random/gauss500-100-5,217515.7,229474.55,5.497924977369439
Random/p1000-1,684731.25,740769.6,8.18399189463019
Random/p1000-2,667569.35,711350.0,6.558217509536653
Random/p1000-3,654461.05,713253.1,8.983277156066038
Random/p1000-4,659326.5,709247.5,7.571514264935505
Random/p1000-5,698822.05,734178.75,5.059471148627888
Random/p1500-1,1228910.8,1320753.65,7.4735163854040385
Random/p1500-2,1262701.55,1350802.0,6.977139609910192
Random/p1500-3,1209371.35,1299711.9,7.470042183486471
Random/p1500-4,1243076.7,1344740.15,8.178373064188232
Random/p1500-5,1198880.95,1317749.05,9.914921077026047
Random/p2000-1,1888960.25,1975988.05,4.607180061094459
Random/p2000-2,1867251.9,2009306.75,7.607696101420494
Random/p2000-3,1946427.45,2093726.0,7.567636286674855
Random/p2000-4,1901955.3,2049912.25,7.779202276730686
Random/p2000-5,1891014.6,2030491.6,7.375775945886404
Random/p500-100-10,239468.6,260042.35,8.59141866616333
Random/p500-100-1,238579.5,255970.35,7.289331229212906
Random/p500-100-2,247374.5,267851.95,8.277914659756771
Random/p500-100-3,237522.55,254370.95,7.09338965921342
Random/p500-100-4,234893.1,248277.1,5.697911092322423
Random/p500-100-5,235232.6,261188.0,11.033929820951686
Random/p500-100-6,241054.35,268141.3,11.23686421755093
Random/p500-100-7,240091.6,260092.25,8.330424721231394
Random/p500-100-8,234901.05,256898.7,9.364645241049379
Random/p500-100-9,234100.6,255493.0,9.13812267033916
Random/p500-5-10,13601.3,14621.45,7.500385992515432
Random/p500-5-1,14649.35,15454.6,5.4968309174127175
Random/p500-5-2,13561.75,14445.95,6.519807546961127
Random/p500-5-3,13061.8,14122.55,8.121009355525272
Random/p500-5-4,13050.15,13878.6,6.348202894219613
